CongNumb,Year,ICPSR,District,State,State_abbrv,State_full,lookup,Dist_lat,Dist_long,ST_lat,ST_long,Party,House,Party_name,Name,IdeologicalRank,TotalReceipts,FEC_YR_lookup,RepName_FEC,URL_FEC,Rep_Lookup,RepName_ipcsr
110,2008,49702,00,LOUISIA,LA,Louisianna,110_LA_00,31.1801,-91.8749,31.1801,-91.8749,100,Senate,Democrat,LANDRIEU,-0.239,9210825,"LANDRIEU, _2008","LANDRIEU, MARY L",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6LA00227&tabIndex=1,"Landrieu, Ma","Landrieu, Mary L."
111,2010,49702,00,LOUISIA,LA,Louisianna,111_LA_00,31.1801,-91.8749,31.1801,-91.8749,100,Senate,Democrat,LANDRIEU,-0.238,1224752,"LANDRIEU, _2010","LANDRIEU, MARY L",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6LA00227&tabIndex=1,"Landrieu, Ma","Landrieu, Mary L."
112,2012,49702,00,LOUISIA,LA,Louisianna,112_LA_00,31.1801,-91.8749,31.1801,-91.8749,100,Senate,Democrat,LANDRIEU,-0.237,8250,"LANDRIEU, _2012","LANDRIEU, MARY L",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6LA00227&tabIndex=1,"Landrieu, Ma","Landrieu, Mary L."
112,2012,21138,03,LOUISIA,LA,Louisianna,112_LA_03,29.64918,-90.411137,31.1801,-91.8749,200,House of Representatives,Republican,LANDRY,0.858,2309957.83,"LANDRY, JE_2012","LANDRY, JEFFREY M",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0LA03141&tabIndex=1,"Landry, Je","Landry, Jeffrey"
110,2008,20136,02,RHODE I,RI,Rhode Island,110_RI_02,41.487831,-71.457592,41.6772,-71.5101,100,House of Representatives,Democrat,LANGEVIN,-0.355,804926.32,"LANGEVIN, _2008","LANGEVIN, JAMES R",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0RI02139&tabIndex=1,"Langevin, Ja","Langevin, James"
111,2010,20136,02,RHODE I,RI,Rhode Island,111_RI_02,41.487831,-71.457592,41.6772,-71.5101,100,House of Representatives,Democrat,LANGEVIN,-0.356,1095291.73,"LANGEVIN, _2010","LANGEVIN, JAMES R",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0RI02139&tabIndex=1,"Langevin, Ja","Langevin, James"
112,2012,20136,02,RHODE I,RI,Rhode Island,112_RI_02,41.547698,-71.607914,41.6772,-71.5101,100,House of Representatives,Democrat,LANGEVIN,-0.356,1103438.77,"LANGEVIN, _2012","LANGEVIN, JAMES R",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0RI02139&tabIndex=1,"Langevin, Ja","Langevin, James"
112,2012,21166,05,OKLAHOM,OK,Oklahoma,112_OK_05,35.307879,-96.989604,35.5376,-96.9247,200,House of Representatives,Republican,LANKFORD,0.703,1155958.56,"LANKFORD, _2012","LANKFORD, JAMES",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0OK05114&tabIndex=1,"Lankford, Ja","Lankford, James"
110,2008,14837,12,CALIFOR,CA,California,110_CA_12,37.682882,-122.40422,36.17,-119.7462,100,House of Representatives,Democrat,LANTOS,-0.383,0,---No Data_2008,---No Data Available---,---No Data Available---,"Lantos, To","Lantos, Tom"
110,2008,20145,02,WASHING,WA,Washington,110_WA_02,48.037258,-121.682271,47.3917,-121.5708,100,House of Representatives,Democrat,LARSEN,-0.351,1336441.92,"LARSEN, RI_2008","LARSEN, RICK",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0WA02080&tabIndex=1,"Larsen, Ri","Larsen, Rick"
111,2010,20145,02,WASHING,WA,Washington,111_WA_02,48.037258,-121.682271,47.3917,-121.5708,100,House of Representatives,Democrat,LARSEN,-0.34,2028595.97,"LARSEN, RI_2010","LARSEN, RICK",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0WA02080&tabIndex=1,"Larsen, Ri","Larsen, Rick"
112,2012,20145,02,WASHING,WA,Washington,112_WA_02,48.410553,-121.885384,47.3917,-121.5708,100,House of Representatives,Democrat,LARSEN,-0.329,1356321.57,"LARSEN, RI_2012","LARSEN, RICK",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0WA02080&tabIndex=1,"Larsen, Ri","Larsen, Rick"
110,2008,29908,01,CONNECT,CT,Connecticut,110_CT_01,41.832798,-72.72642,41.5834,-72.7622,100,House of Representatives,Democrat,LARSON,-0.415,1606571.58,"LARSON, JO_2008","LARSON, JOHN B",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CT01046&tabIndex=1,"Larson, Jo","Larson, John B."
111,2010,29908,01,CONNECT,CT,Connecticut,111_CT_01,41.832798,-72.72642,41.5834,-72.7622,100,House of Representatives,Democrat,LARSON,-0.424,2401251.52,"LARSON, JO_2010","LARSON, JOHN B",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CT01046&tabIndex=1,"Larson, Jo","Larson, John B."
112,2012,29908,01,CONNECT,CT,Connecticut,112_CT_01,41.928463,-73.017383,41.5834,-72.7622,100,House of Representatives,Democrat,LARSON,-0.434,2018561.37,"LARSON, JO_2012","LARSON, JOHN B",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CT01046&tabIndex=1,"Larson, Jo","Larson, John B."
110,2008,29522,04,IOWA,IA,Iowa,110_IA_04,41.363615,-93.41494,42.0046,-93.214,200,House of Representatives,Republican,LATHAM,0.477,0,---No Data_2008,---No Data Available---,---No Data Available---,"Latham, To","Latham, Tom"
111,2010,29522,04,IOWA,IA,Iowa,111_IA_04,41.363615,-93.41494,42.0046,-93.214,200,House of Representatives,Republican,LATHAM,0.476,0,---No Data_2010,---No Data Available---,---No Data Available---,"Latham, To","Latham, Tom"
112,2012,29522,04,IOWA,IA,Iowa,112_IA_04,42.655383,-93.554622,42.0046,-93.214,200,House of Representatives,Republican,LATHAM,0.475,0,---No Data_2012,---No Data Available---,---No Data Available---,"Latham, To","Latham, Tom"
110,2008,29553,14,OHIO,OH,Ohio,110_OH_14,41.611348,-80.5622,40.3736,-82.7755,200,House of Representatives,Republican,LATOURET,0.405,1476189.67,LATOURETTE_2008,"LATOURETTE, STEVE C",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4OH19036&tabIndex=1,"Latourette, St","Latourette, Steven C."
111,2010,29553,14,OHIO,OH,Ohio,111_OH_14,41.611348,-80.5622,40.3736,-82.7755,200,House of Representatives,Republican,LATOURET,0.422,1290685.89,LATOURETTE_2010,"LATOURETTE, STEVE C",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4OH19036&tabIndex=1,"Latourette, St","Latourette, Steven C."
112,2012,29553,14,OHIO,OH,Ohio,112_OH_14,41.568894,-81.007512,40.3736,-82.7755,200,House of Representatives,Republican,LATOURET,0.438,1206799,LATOURETTE_2012,"LATOURETTE, STEVE C",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4OH19036&tabIndex=1,"Latourette, St","Latourette, Steven C."
110,2008,20755,05,OHIO,OH,Ohio,110_OH_05,40.730593,-83.24454,40.3736,-82.7755,200,House of Representatives,Republican,LATTA,0.655,1517280.44,"LATTA, ROB_2008","LATTA, ROBERT EDWARD",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH05036&tabIndex=1,"Latta, Ro","Latta, Robert E."
111,2010,20755,05,OHIO,OH,Ohio,111_OH_05,40.730593,-83.24454,40.3736,-82.7755,200,House of Representatives,Republican,LATTA,0.655,591070.44,"LATTA, ROB_2010","LATTA, ROBERT EDWARD",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH05036&tabIndex=1,"Latta, Ro","Latta, Robert E."
112,2012,20755,05,OHIO,OH,Ohio,112_OH_05,41.186299,-83.773435,40.3736,-82.7755,200,House of Representatives,Republican,LATTA,0.655,1111742.01,"LATTA, ROB_2012","LATTA, ROBERT EDWARD",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH05036&tabIndex=1,"Latta, Ro","Latta, Robert E."
110,2008,14914,00,NEW JER,NJ,New Jersey,110_NJ_00,40.314,-74.5089,40.314,-74.5089,100,Senate,Democrat,LAUTENBERG,-0.482,7219668,LAUTENBERG_2008,"LAUTENBERG, FRANK R",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2NJ00080&tabIndex=1,"Lautenberg, Fr","Lautenberg, Frank R."
111,2010,14914,00,NEW JER,NJ,New Jersey,111_NJ_00,40.314,-74.5089,40.314,-74.5089,100,Senate,Democrat,LAUTENBERG,-0.491,182713,LAUTENBERG_2010,"LAUTENBERG, FRANK R",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2NJ00080&tabIndex=1,"Lautenberg, Fr","Lautenberg, Frank R."
112,2012,14914,00,NEW JER,NJ,New Jersey,112_NJ_00,40.314,-74.5089,40.314,-74.5089,100,Senate,Democrat,LAUTENBERG,-0.5,252060,LAUTENBERG_2012,"LAUTENBERG, FRANK R",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2NJ00080&tabIndex=1,"Lautenberg, Fr","Lautenberg, Frank R."
110,2008,14307,00,VERMONT,VT,Vermont,110_VT_00,44.0407,-72.7093,44.0407,-72.7093,100,Senate,Democrat,LEAHY,-0.441,833962,"LEAHY, PAT_2008","LEAHY, PATRICK",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4VT00017&tabIndex=1,"Leahy, Pa","Leahy, Patrick J."
111,2010,14307,00,VERMONT,VT,Vermont,111_VT_00,44.0407,-72.7093,44.0407,-72.7093,100,Senate,Democrat,LEAHY,-0.446,3712483,"LEAHY, PAT_2010","LEAHY, PATRICK",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4VT00017&tabIndex=1,"Leahy, Pa","Leahy, Patrick J."
112,2012,14307,00,VERMONT,VT,Vermont,112_VT_00,44.0407,-72.7093,44.0407,-72.7093,100,Senate,Democrat,LEAHY,-0.452,304703,"LEAHY, PAT_2012","LEAHY, PATRICK",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4VT00017&tabIndex=1,"Leahy, Pa","Leahy, Patrick J."
110,2008,29778,09,CALIFOR,CA,California,110_CA_09,37.702063,-122.07934,36.17,-119.7462,100,House of Representatives,Democrat,LEE,-0.694,1051441.01,"LEE, BARBA_2008","LEE, BARBARA",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA09060&tabIndex=1,"Lee, Ba","Lee, Barbara"
111,2010,29778,09,CALIFOR,CA,California,111_CA_09,37.702063,-122.07934,36.17,-119.7462,100,House of Representatives,Democrat,LEE,-0.694,1156048.78,"LEE, BARBA_2010","LEE, BARBARA",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA09060&tabIndex=1,"Lee, Ba","Lee, Barbara"
112,2012,29778,09,CALIFOR,CA,California,112_CA_09,37.78868,-122.170862,36.17,-119.7462,100,House of Representatives,Democrat,LEE,-0.694,1167291.69,"LEE, BARBA_2012","LEE, BARBARA",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA09060&tabIndex=1,"Lee, Ba","Lee, Barbara"
111,2010,20936,26,NEW YOR,NY,New York,111_NY_26,43.024559,-78.50414,42.1497,-74.9384,200,House of Representatives,Republican,LEE,0.518,130126.36,"LEE, CHAD_2010","LEE, CHAD",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0WI02060&tabIndex=1,"Lee, Ch","Lee, Christopher John"
112,2012,41110,00,UTAH,UT,Utah,112_UT_00,40.1135,-111.8535,40.1135,-111.8535,200,Senate,Republican,LEE,0.999,0,"LEE, MICHA_2012","LEE, MICHAEL AGUSTUS (MATTHEW) DR ESQ",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0DC00215&tabIndex=1,"Lee, Mi","Lee, Mike"
110,2008,14709,00,MICHIGA,MI,Michigan,110_MI_00,43.3504,-84.5603,43.3504,-84.5603,100,Senate,Democrat,LEVIN  CARL,-0.453,8306929,"LEVIN, CAR_2008","LEVIN, CARL",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8MI00158&tabIndex=1,"Levin, Ca","Levin, Carl"
111,2010,14709,00,MICHIGA,MI,Michigan,111_MI_00,43.3504,-84.5603,43.3504,-84.5603,100,Senate,Democrat,LEVIN  CARL,-0.456,77025,"LEVIN, CAR_2010","LEVIN, CARL",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8MI00158&tabIndex=1,"Levin, Ca","Levin, Carl"
112,2012,14709,00,MICHIGA,MI,Michigan,112_MI_00,43.3504,-84.5603,43.3504,-84.5603,100,Senate,Democrat,LEVIN  CARL,-0.458,39003,"LEVIN, CAR_2012","LEVIN, CARL",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8MI00158&tabIndex=1,"Levin, Ca","Levin, Carl"
110,2008,15033,12,MICHIGA,MI,Michigan,110_MI_12,42.479137,-83.02449,43.3504,-84.5603,100,House of Representatives,Democrat,LEVIN,-0.343,725442.68,"LEVIN, SAN_2008","LEVIN, SANDER M MR",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2MI17023&tabIndex=1,"Levin, Sa","Levin, Sander M."
111,2010,15033,12,MICHIGA,MI,Michigan,111_MI_12,42.479137,-83.02449,43.3504,-84.5603,100,House of Representatives,Democrat,LEVIN,-0.34,2345154.74,"LEVIN, SAN_2010","LEVIN, SANDER M MR",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2MI17023&tabIndex=1,"Levin, Sa","Levin, Sander M."
112,2012,15033,12,MICHIGA,MI,Michigan,112_MI_12,42.508987,-83.002143,43.3504,-84.5603,100,House of Representatives,Democrat,LEVIN,-0.337,1836756.43,"LEVIN, SAN_2012","LEVIN, SANDER M MR",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2MI17023&tabIndex=1,"Levin, Sa","Levin, Sander M."
110,2008,14644,41,CALIFOR,CA,California,110_CA_41,34.839964,-115.967051,36.17,-119.7462,200,House of Representatives,Republican,LEWIS,0.527,1185605.67,"LEWIS, JER_2008","LEWIS, JERRY",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA37079&tabIndex=1,"Lewis, Je","Lewis, Jerry"
111,2010,14644,41,CALIFOR,CA,California,111_CA_41,34.839964,-115.967051,36.17,-119.7462,200,House of Representatives,Republican,LEWIS,0.545,688155.08,"LEWIS, JER_2010","LEWIS, JERRY",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA37079&tabIndex=1,"Lewis, Je","Lewis, Jerry"
112,2012,14644,41,CALIFOR,CA,California,112_CA_41,34.619754,-115.747701,36.17,-119.7462,200,House of Representatives,Republican,LEWIS,0.562,517353,"LEWIS, JER_2012","LEWIS, JERRY",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA37079&tabIndex=1,"Lewis, Je","Lewis, Jerry"
110,2008,15431,05,GEORGIA,GA,Georgia,110_GA_05,33.811354,-84.28335,32.9866,-83.6487,100,House of Representatives,Democrat,LEWIS,-0.586,1267600.73,"LEWIS, JOH_2008","LEWIS, JOHN MR.",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6GA05217&tabIndex=1,"Lewis, Jo","Lewis, John R."
111,2010,15431,05,GEORGIA,GA,Georgia,111_GA_05,33.811354,-84.28335,32.9866,-83.6487,100,House of Representatives,Democrat,LEWIS,-0.584,1013992.48,"LEWIS, JOH_2010","LEWIS, JOHN MR.",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6GA05217&tabIndex=1,"Lewis, Jo","Lewis, John R."
112,2012,15431,05,GEORGIA,GA,Georgia,112_GA_05,33.745656,-84.429835,32.9866,-83.6487,100,House of Representatives,Democrat,LEWIS,-0.582,1238406.06,"LEWIS, JOH_2012","LEWIS, JOHN MR.",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6GA05217&tabIndex=1,"Lewis, Jo","Lewis, John R."
110,2008,29352,02,KENTUCK,KY,Kentucky,110_KY_02,38.279797,-85.03498,37.669,-84.6514,200,House of Representatives,Republican,LEWIS,0.561,0,---No Data_2008,---No Data Available---,---No Data Available---,"Lewis, Ro","Lewis, Ron"
110,2008,15704,00,CONNECT,CT,Connecticut,110_CT_00,41.5834,-72.7622,41.5834,-72.7622,100,Senate,Democrat,LIEBERMAN,-0.278,0,---No Data_2008,---No Data Available---,---No Data Available---,"Lieberman, Jo","Lieberman, Joseph I."
111,2010,15704,00,CONNECT,CT,Connecticut,111_CT_00,41.5834,-72.7622,41.5834,-72.7622,100,Senate,Democrat,LIEBERMAN,-0.282,0,---No Data_2010,---No Data Available---,---No Data Available---,"Lieberman, Jo","Lieberman, Joseph I."
112,2012,15704,00,CONNECT,CT,Connecticut,112_CT_00,41.5834,-72.7622,41.5834,-72.7622,100,Senate,Democrat,LIEBERMAN,-0.285,0,---No Data_2012,---No Data Available---,---No Data Available---,"Lieberman, Jo","Lieberman, Joseph I."
110,2008,29341,07,GEORGIA,GA,Georgia,110_GA_07,33.960353,-84.037859,32.9866,-83.6487,200,House of Representatives,Republican,LINDER,0.819,581981.99,"LINDER, JO_2008","LINDER, JOHN",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0GA04023&tabIndex=1,"Linder, Jo","Linder, John"
111,2010,29341,07,GEORGIA,GA,Georgia,111_GA_07,33.960353,-84.037859,32.9866,-83.6487,200,House of Representatives,Republican,LINDER,0.857,146982,"LINDER, JO_2010","LINDER, JOHN",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0GA04023&tabIndex=1,"Linder, Jo","Linder, John"
110,2008,20508,03,ILLINOI,IL,Illinois,110_IL_03,41.871331,-87.81235,40.3363,-89.0022,100,House of Representatives,Democrat,LIPINSKI,-0.258,707826.25,"LIPINSKI, _2008","LIPINSKI, DANIEL WILLIAM",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4IL03077&tabIndex=1,"Lipinski, Da","Lipinski, Daniel"
111,2010,20508,03,ILLINOI,IL,Illinois,111_IL_03,41.871331,-87.81235,40.3363,-89.0022,100,House of Representatives,Democrat,LIPINSKI,-0.258,752198.75,"LIPINSKI, _2010","LIPINSKI, DANIEL WILLIAM",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4IL03077&tabIndex=1,"Lipinski, Da","Lipinski, Daniel"
112,2012,20508,03,ILLINOI,IL,Illinois,112_IL_03,41.764299,-87.805168,40.3363,-89.0022,100,House of Representatives,Democrat,LIPINSKI,-0.258,825517.56,"LIPINSKI, _2012","LIPINSKI, DANIEL WILLIAM",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4IL03077&tabIndex=1,"Lipinski, Da","Lipinski, Daniel"
110,2008,29539,02,NEW JER,NJ,New Jersey,110_NJ_02,39.559426,-75.3631,40.314,-74.5089,200,House of Representatives,Republican,LOBIONDO,0.43,1365491.15,"LOBIONDO, _2008","LOBIONDO, FRANK A,",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NJ02037&tabIndex=1,"Lobiondo, Fr","Lobiondo, Frank A."
111,2010,29539,02,NEW JER,NJ,New Jersey,111_NJ_02,39.559426,-75.3631,40.314,-74.5089,200,House of Representatives,Republican,LOBIONDO,0.438,1253306.35,"LOBIONDO, _2010","LOBIONDO, FRANK A,",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NJ02037&tabIndex=1,"Lobiondo, Fr","Lobiondo, Frank A."
112,2012,29539,02,NEW JER,NJ,New Jersey,112_NJ_02,39.388968,-74.938547,40.314,-74.5089,200,House of Representatives,Republican,LOBIONDO,0.446,1566499.52,"LOBIONDO, _2012","LOBIONDO, FRANK A,",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NJ02037&tabIndex=1,"Lobiondo, Fr","Lobiondo, Frank A."
110,2008,20720,02,IOWA,IA,Iowa,110_IA_02,40.688451,-93.37907,42.0046,-93.214,100,House of Representatives,Democrat,LOEBSACK,-0.308,887188.13,"LOEBSACK, _2008","LOEBSACK, DAVID WAYNE",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6IA02146&tabIndex=1,"Loebsack, Da","Loebsack, David"
111,2010,20720,02,IOWA,IA,Iowa,111_IA_02,40.688451,-93.37907,42.0046,-93.214,100,House of Representatives,Democrat,LOEBSACK,-0.308,1122050.65,"LOEBSACK, _2010","LOEBSACK, DAVID WAYNE",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6IA02146&tabIndex=1,"Loebsack, Da","Loebsack, David"
112,2012,20720,02,IOWA,IA,Iowa,112_IA_02,41.187394,-91.84035,42.0046,-93.214,100,House of Representatives,Democrat,LOEBSACK,-0.308,1562539.88,"LOEBSACK, _2012","LOEBSACK, DAVID WAYNE",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6IA02146&tabIndex=1,"Loebsack, Da","Loebsack, David"
110,2008,29504,16,CALIFOR,CA,California,110_CA_16,37.189396,-121.705327,36.17,-119.7462,100,House of Representatives,Democrat,LOFGREN,-0.415,797812.7,"LOFGREN, Z_2008","LOFGREN, ZOE",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4CA16049&tabIndex=1,"Lofgren, Zo","Lofgren, Zoe"
111,2010,29504,16,CALIFOR,CA,California,111_CA_16,37.189396,-121.705327,36.17,-119.7462,100,House of Representatives,Democrat,LOFGREN,-0.417,782099.68,"LOFGREN, Z_2010","LOFGREN, ZOE",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4CA16049&tabIndex=1,"Lofgren, Zo","Lofgren, Zoe"
112,2012,29504,16,CALIFOR,CA,California,112_CA_16,37.239891,-121.770725,36.17,-119.7462,100,House of Representatives,Democrat,LOFGREN,-0.42,858985.44,"LOFGREN, Z_2012","LOFGREN, ZOE",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4CA16049&tabIndex=1,"Lofgren, Zo","Lofgren, Zoe"
112,2012,21150,07,MISSOUR,MO,Missouri,112_MO_07,36.971814,-93.781234,38.4623,-92.302,200,House of Representatives,Republican,LONG,0.743,924151.95,"LONG, BILL_2012","LONG, BILLY",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MO07113&tabIndex=1,"Long, Bi","Long, Billy"
110,2008,14031,00,MISSISS,MS,Mississippi,110_MS_00,32.7673,-89.6812,32.7673,-89.6812,200,Senate,Republican,LOTT,0.496,0,---No Data_2008,---No Data Available---,---No Data Available---,"Lott, Tr","Lott, Trent"
110,2008,15612,18,NEW YOR,NY,New York,110_NY_18,41.011324,-73.84152,42.1497,-74.9384,100,House of Representatives,Democrat,LOWEY,-0.349,1394487.01,"LOWEY, NIT_2008","LOWEY, NITA M",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NY20056&tabIndex=1,"Lowey, Ni","Lowey, Nita M."
111,2010,15612,18,NEW YOR,NY,New York,111_NY_18,41.011324,-73.84152,42.1497,-74.9384,100,House of Representatives,Democrat,LOWEY,-0.342,2062770.42,"LOWEY, NIT_2010","LOWEY, NITA M",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NY20056&tabIndex=1,"Lowey, Ni","Lowey, Nita M."
112,2012,15612,18,NEW YOR,NY,New York,112_NY_18,41.064657,-73.796331,42.1497,-74.9384,100,House of Representatives,Democrat,LOWEY,-0.335,2165669.24,"LOWEY, NIT_2012","LOWEY, NITA M",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NY20056&tabIndex=1,"Lowey, Ni","Lowey, Nita M."
110,2008,29393,03,OKLAHOM,OK,Oklahoma,110_OK_03,35.203206,-98.357423,35.5376,-96.9247,200,House of Representatives,Republican,LUCAS,0.504,543190.88,"LUCAS, FRA_2008","LUCAS, FRANK D",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4OK06056&tabIndex=1,"Lucas, Fr","Lucas, Frank D."
111,2010,29393,03,OKLAHOM,OK,Oklahoma,111_OK_03,35.203206,-98.357423,35.5376,-96.9247,200,House of Representatives,Republican,LUCAS,0.508,1024225.42,"LUCAS, FRA_2010","LUCAS, FRANK D",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4OK06056&tabIndex=1,"Lucas, Fr","Lucas, Frank D."
112,2012,29393,03,OKLAHOM,OK,Oklahoma,112_OK_03,36.105809,-98.840225,35.5376,-96.9247,200,House of Representatives,Republican,LUCAS,0.512,1624077.68,"LUCAS, FRA_2012","LUCAS, FRANK D",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4OK06056&tabIndex=1,"Lucas, Fr","Lucas, Frank D."
111,2010,20926,09,MISSOUR,MO,Missouri,111_MO_09,38.415995,-91.1603,38.4623,-92.302,200,House of Representatives,Republican,LUETKEMEYER,0.64,0,---No Data_2010,---No Data Available---,---No Data Available---,"Luetkemeyer, Bl","Luetkemeyer, Blaine"
112,2012,20926,09,MISSOUR,MO,Missouri,112_MO_09,39.180906,-91.824371,38.4623,-92.302,200,House of Representatives,Republican,LUETKEMEYER,0.64,0,---No Data_2012,---No Data Available---,---No Data Available---,"Luetkemeyer, Bl","Luetkemeyer, Blaine"
110,2008,14506,00,INDIANA,IN,Indiana,110_IN_00,39.8647,-86.2604,39.8647,-86.2604,200,Senate,Republican,LUGAR,0.249,756869,"LUGAR, RIC_2008","LUGAR, RICHARD G",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4IN00014&tabIndex=1,"Lugar, Ri","Lugar, Richard G."
111,2010,14506,00,INDIANA,IN,Indiana,111_IN_00,39.8647,-86.2604,39.8647,-86.2604,200,Senate,Republican,LUGAR,0.243,688439,"LUGAR, RIC_2010","LUGAR, RICHARD G",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4IN00014&tabIndex=1,"Lugar, Ri","Lugar, Richard G."
112,2012,14506,00,INDIANA,IN,Indiana,112_IN_00,39.8647,-86.2604,39.8647,-86.2604,200,Senate,Republican,LUGAR,0.237,4870283,"LUGAR, RIC_2012","LUGAR, RICHARD G",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4IN00014&tabIndex=1,"Lugar, Ri","Lugar, Richard G."
